Date,Price,Open,High,Low,Vol.,Volume,Change %
2019-12-09,"26,681.31","26,855.52","26,855.52","26,582.25",192.67M,192670000,-0.65%
2019-12-06,"26,855.52","26,913.70","26,926.72","26,746.03",197.03M,197030000,-0.22%
2019-12-05,"26,913.70","26,941.56","26,948.42","26,889.48",206.73M,206730000,-0.09%
2019-12-04,"26,938.58","26,944.32","26,956.43","26,918.12",112.88M,112880000,-0.02%
2019-12-03,"26,944.32","27,000.35","27,030.98","26,833.39",189.01M,189010000,-0.17%
2019-12-02,"26,990.59","26,999.69","27,025.20","26,931.13",246.49M,246490000,-0.04%
2019-11-29,"27,002.15","26,824.50","27,028.05","26,823.81",227.16M,227160000,0.66%
2019-11-28,"26,824.50","26,790.10","26,863.97","26,790.10",303.77M,303770000,0.13%
2019-11-27,"26,790.10","26,883.33","26,893.32","26,782.84",189.86M,189860000,-0.35%
2019-11-26,"26,883.33","27,035.78","27,096.53","26,883.33",209.97M,209970000,-0.56%
2019-11-25,"27,035.78","26,991.42","27,109.29","26,980.27",230.65M,230650000,0.16%
2019-11-22,"26,991.42","26,872.09","27,039.80","26,849.26",207.26M,207260000,0.44%
2019-11-21,"26,872.09","26,776.15","26,872.09","26,721.99",239.22M,239220000,0.36%
2019-11-20,"26,776.15","26,750.49","27,035.28","26,750.49",267.31M,267310000,0.14%
2019-11-19,"26,739.44","26,691.09","26,861.14","26,659.90",394.35M,394350000,0.18%
2019-11-18,"26,691.09","26,851.68","26,851.68","26,666.40",307.88M,307880000,-0.60%
2019-11-15,"26,851.68","26,883.67","26,984.06","26,724.43",469.99M,469990000,0.03%
2019-11-14,"26,843.11","26,339.11","26,843.11","26,339.11",624.84M,624840000,1.84%
2019-11-13,"26,357.61","26,456.39","26,456.39","26,338.25",610.56M,610560000,-0.37%
2019-11-12,"26,456.39","26,314.49","26,512.60","26,314.49",378.35M,378350000,0.54%
2019-11-08,"26,314.49","26,188.24","26,333.84","26,143.12",432.47M,432470000,0.48%
2019-11-07,"26,188.24","26,223.66","26,242.53","26,172.35",726.19M,726190000,-0.14%
2019-11-06,"26,223.66","26,364.81","26,367.19","26,223.66",232.09M,232090000,-0.58%
2019-11-05,"26,375.35","26,401.06","26,447.96","26,299.86",304.28M,304280000,-0.10%
2019-11-04,"26,401.06","26,293.30","26,433.95","26,293.30",368.18M,368180000,0.41%
2019-11-01,"26,293.30","26,355.35","26,378.00","26,217.91",252.37M,252370000,-0.24%
2019-10-31,"26,355.35","26,310.77","26,363.10","26,227.60",347.80M,347800000,0.17%
2019-10-30,"26,310.77","26,236.04","26,385.37","26,199.51",156.85M,156850000,0.25%
2019-10-29,"26,244.39","26,384.45","26,388.40","26,244.39",267.90M,267900000,-0.53%
2019-10-28,"26,384.45","26,348.73","26,394.37","26,348.73",485.89M,485890000,0.14%
2019-10-25,"26,348.73","26,357.24","26,360.20","26,113.88",250.54M,250540000,-0.03%
2019-10-24,"26,357.24","26,397.94","26,410.84","26,350.07",177.04M,177040000,-0.15%
2019-10-23,"26,397.94","26,365.83","26,410.91","26,294.57",168.43M,168430000,0.12%
2019-10-22,"26,365.83","26,390.08","26,409.34","26,353.55",519.76M,519760000,-0.09%
2019-10-21,"26,390.08","26,448.62","26,449.53","26,382.21",135.80M,135800000,-0.22%
2019-10-18,"26,448.62","26,456.29","26,464.61","26,374.84",310.56M,310560000,-0.03%
2019-10-17,"26,456.29","26,472.20","26,472.20","26,429.94",144.08M,144080000,-0.06%
2019-10-16,"26,472.20","26,513.65","26,574.38","26,470.68",138.47M,138470000,-0.16%
2019-10-15,"26,513.65","26,557.44","26,567.67","26,510.14",174.41M,174410000,-0.16%
2019-10-14,"26,557.44","26,533.78","26,607.06","26,506.56",129.08M,129080000,0.09%
2019-10-11,"26,533.78","26,583.75","26,702.39","26,533.14",117.38M,117380000,-0.19%
2019-10-10,"26,583.75","26,598.94","26,599.87","26,578.03",363.25M,363250000,-0.06%
2019-10-09,"26,598.94","26,817.30","26,817.30","26,489.42",243.01M,243010000,-0.79%
2019-10-08,"26,809.92","26,866.41","26,896.09","26,809.30",185.94M,185940000,-0.21%
2019-10-07,"26,866.41","26,987.45","27,004.48","26,835.58",151.71M,151710000,-0.45%
2019-10-04,"26,987.45","27,085.69","27,089.38","26,974.83",138.88M,138880000,-0.36%
2019-10-03,"27,085.69","27,314.87","27,480.30","26,575.54",151.19M,151190000,-0.84%
2019-10-02,"27,314.87","27,630.56","27,645.40","27,261.25",175.55M,175550000,-1.14%
2019-09-30,"27,630.56","27,675.04","27,693.29","27,113.91",194.80M,194800000,-0.16%
2019-09-27,"27,675.04","27,579.85","27,675.04","27,368.84",187.08M,187080000,0.35%
2019-09-26,"27,579.85","27,283.05","27,579.85","27,281.38",183.46M,183460000,1.09%
2019-09-25,"27,283.05","27,360.45","27,371.59","27,267.16",462.31M,462310000,-0.25%
2019-09-24,"27,352.24","27,635.68","27,635.68","27,352.24",154.03M,154030000,-1.08%
2019-09-23,"27,650.28","27,698.69","27,704.62","27,650.82",109.56M,109560000,-0.17%
2019-09-20,"27,698.69","27,667.31","27,715.27","27,576.27",177.41M,177410000,0.19%
2019-09-19,"27,646.15","27,681.61","27,698.44","27,577.69",245.43M,245430000,-0.13%
2019-09-18,"27,681.61","27,407.04","27,700.07","27,386.36",378.80M,378800000,1.00%
2019-09-17,"27,407.04","27,574.32","27,646.96","27,371.89",196.91M,196910000,-0.61%
2019-09-16,"27,574.32","27,779.00","27,984.08","27,538.33",268.35M,268350000,-0.74%
2019-09-13,"27,779.00","27,426.64","27,779.73","27,426.64",165.24M,165240000,1.28%
2019-09-12,"27,426.64","27,153.53","27,439.54","27,142.88",115.30M,115300000,1.01%
2019-09-11,"27,153.53","27,047.58","27,157.66","27,009.52",211.52M,211520000,0.39%
2019-09-10,"27,047.58","27,089.84","27,148.69","26,977.36",364.22M,364220000,-0.16%
2019-09-09,"27,089.84","27,146.57","27,231.76","27,086.61",290.49M,290490000,-0.21%
2019-09-06,"27,146.57","27,252.09","27,582.15","26,895.56",311.26M,311260000,-0.39%
2019-09-05,"27,252.09","27,319.64","27,319.64","27,273.14",133.34M,133340000,-0.25%
2019-09-04,"27,319.64","27,590.44","27,606.85","27,283.67",250.45M,250450000,-0.97%
2019-09-03,"27,586.79","27,565.09","27,606.28","27,481.18",294.40M,294400000,0.08%
2019-09-02,"27,565.14","27,540.42","27,677.37","27,463.76",111.50M,111500000,0.14%
2019-08-30,"27,525.81","27,425.57","27,602.39","27,326.40",124.74M,124740000,0.37%
2019-08-29,"27,425.57","27,607.02","27,643.50","27,423.36",116.07M,116070000,-0.66%
2019-08-28,"27,607.02","27,602.77","27,626.37","27,546.34",130.37M,130370000,0.02%
2019-08-27,"27,602.77","27,691.85","27,691.85","27,475.64",183.65M,183650000,-0.32%
2019-08-26,"27,691.85","27,800.17","27,851.37","27,601.78",158.27M,158270000,-0.39%
2019-08-23,"27,800.17","27,629.66","27,849.25","27,624.27",339.62M,339620000,0.62%
2019-08-22,"27,629.66","27,352.94","27,650.89","27,352.94",272.60M,272600000,1.01%
2019-08-21,"27,352.94","27,058.03","27,352.94","27,043.28",363.97M,363970000,1.09%
2019-08-20,"27,058.62","27,128.77","27,217.88","26,938.05",209.62M,209620000,-0.22%
2019-08-19,"27,117.22","26,928.80","27,172.42","26,928.35",250.74M,250740000,0.71%
2019-08-16,"26,925.29","27,058.88","27,203.58","26,789.38",258.29M,258290000,-0.47%
2019-08-15,"27,052.93","27,083.11","27,120.09","26,895.43",233.09M,233090000,-0.11%
2019-08-14,"27,083.11","27,303.13","27,307.60","27,083.11",235.12M,235120000,-0.82%
2019-08-09,"27,306.81","27,424.92","27,434.59","27,306.81",220.80M,220800000,-0.43%
2019-08-08,"27,424.92","27,412.13","27,450.92","27,308.64",279.63M,279630000,0.05%
2019-08-07,"27,412.13","27,527.40","27,534.56","27,404.26",128.92M,128920000,-0.42%
2019-08-06,"27,527.40","27,669.38","27,706.47","27,521.00",170.72M,170720000,-0.51%
2019-08-05,"27,669.38","27,630.46","27,674.85","27,584.11",280.69M,280690000,0.14%
2019-08-02,"27,630.46","27,748.46","27,792.77","27,623.58",161.65M,161650000,-0.43%
2019-08-01,"27,748.46","27,718.26","27,748.46","27,615.46",97.36M,97360000,0.11%
2019-07-31,"27,718.26","27,816.89","27,902.51","27,679.02",251.92M,251920000,-0.37%
2019-07-30,"27,820.57","27,950.36","28,028.27","27,814.13",155.18M,155180000,-0.46%
2019-07-29,"27,950.36","27,918.59","27,976.14","27,912.70",92.79M,92790000,0.11%
2019-07-26,"27,918.59","27,990.61","28,031.67","27,900.57",130.85M,130850000,-0.26%
2019-07-25,"27,990.61","28,088.74","28,103.69","27,985.62",359.11M,359110000,-0.35%
2019-07-24,"28,088.74","28,144.87","28,292.44","28,070.65",157.77M,157770000,-0.20%
2019-07-23,"28,144.87","27,808.69","28,144.87","27,791.98",135.18M,135180000,1.21%
2019-07-22,"27,808.69","27,919.50","28,070.43","27,808.69",285.76M,285760000,-0.40%
2019-07-19,"27,919.50","27,864.49","27,948.24","27,803.57",273.90M,273900000,0.20%
2019-07-18,"27,864.49","28,046.02","28,067.62","27,864.49",175.36M,175360000,-0.64%
2019-07-17,"28,042.80","28,197.66","28,251.78","28,042.68",243.70M,243700000,-0.56%
2019-07-16,"28,200.88","28,340.98","28,566.41","28,138.50",216.68M,216680000,-0.49%
2019-07-15,"28,341.03","28,566.79","28,577.41","28,337.52",175.17M,175170000,-0.79%
2019-07-12,"28,566.79","28,712.90","28,759.29","28,563.31",100.37M,100370000,-0.51%
2019-07-11,"28,712.90","29,256.60","29,281.36","28,637.58",188.43M,188430000,-1.86%
2019-07-10,"29,256.60","29,318.02","29,318.02","29,010.33",188.74M,188740000,-0.21%
2019-07-09,"29,318.85","29,287.87","29,318.85","28,943.48",294.40M,294400000,0.11%
2019-07-08,"29,287.87","29,270.95","29,312.93","29,216.70",216.29M,216290000,0.06%
2019-07-05,"29,270.95","29,300.09","29,318.09","29,235.28",298.40M,298400000,-0.10%
2019-07-04,"29,300.09","29,375.25","29,466.94","29,300.09",180.40M,180400000,-0.26%
2019-07-03,"29,375.25","29,395.14","29,458.03","29,300.70",237.71M,237710000,-0.07%
2019-07-02,"29,395.14","29,614.61","29,616.93","29,395.14",200.68M,200680000,-0.74%
2019-07-01,"29,614.61","29,966.87","29,966.88","29,593.82",107.43M,107430000,-1.18%
2019-06-28,"29,966.87","29,749.35","29,978.81","29,650.45",248.36M,248360000,0.73%
2019-06-27,"29,749.35","29,609.00","29,756.79","29,224.23",301.06M,301060000,0.47%
2019-06-26,"29,609.00","29,668.68","29,697.43","29,588.54",394.02M,394020000,-0.20%
2019-06-25,"29,668.68","29,809.20","29,814.38","29,655.53",253.37M,253370000,-0.47%
2019-06-24,"29,809.20","29,851.29","29,890.01","29,694.91",573.53M,573530000,-0.14%
2019-06-21,"29,851.29","29,803.69","29,890.61","29,747.39",189.94M,189940000,0.29%
2019-06-20,"29,765.31","29,774.81","29,897.18","29,695.62",275.47M,275470000,-0.02%
2019-06-19,"29,772.72","29,818.80","29,891.86","29,772.72",263.43M,263430000,-0.15%
2019-06-18,"29,818.80","29,936.33","29,936.33","29,797.11",2.06B,2060000000,-0.39%
2019-06-17,"29,936.33","30,046.70","30,087.86","29,933.25",2.06B,2060000000,-0.37%
2019-06-14,"30,046.70","30,029.23","30,086.61","29,994.53",145.28M,145280000,0.06%
2019-06-13,"30,029.15","30,099.83","30,150.05","30,022.92",242.56M,242560000,-0.23%
2019-06-11,"30,099.83","30,322.19","30,322.19","30,055.56",233.43M,233430000,-0.73%
2019-06-10,"30,322.19","30,432.13","30,459.43","30,306.76",247.28M,247280000,-0.36%
2019-06-07,"30,432.13","30,529.90","30,982.78","30,380.98",280.00M,280000000,-0.31%
2019-06-06,"30,527.07","30,928.29","30,948.16","30,136.14",217.19M,217190000,-1.30%
2019-06-03,"30,928.29","31,069.37","31,100.03","30,867.74",,#VALUE!,-0.45%
2019-05-31,"31,069.37","31,254.19","31,257.75","30,992.94",,#VALUE!,-0.59%
2019-05-30,"31,254.19","31,307.00","31,420.68","31,078.83",,#VALUE!,-0.17%
2019-05-28,"31,307.00","30,194.71","31,307.00","30,149.07",,#VALUE!,3.68%
2019-05-27,"30,194.71","30,881.29","30,885.33","30,188.62",,#VALUE!,-2.22%
2019-05-24,"30,881.29","31,754.79","31,809.29","30,825.17",,#VALUE!,-1.89%
2019-05-23,"31,477.51","31,145.15","31,917.13","30,902.23",,#VALUE!,1.07%
2019-05-22,"31,145.15","30,218.14","31,194.69","30,218.14",,#VALUE!,3.07%
2019-05-21,"30,218.14","29,373.40","30,270.34","29,361.88",,#VALUE!,2.88%
2019-05-20,"29,373.40","28,871.93","29,438.95","28,871.93",,#VALUE!,1.74%
2019-05-17,"28,871.93","28,438.19","28,918.54","28,438.19",,#VALUE!,1.53%
2019-05-16,"28,438.19","28,286.08","28,452.00","28,019.97",,#VALUE!,0.54%
2019-05-15,"28,286.08","28,422.76","28,433.39","28,282.30",,#VALUE!,-0.48%
2019-05-14,"28,422.76","28,484.44","28,535.31","28,398.98",,#VALUE!,-0.22%
2019-05-13,"28,484.44","28,847.98","28,876.87","28,542.51",,#VALUE!,-1.26%
2019-05-10,"28,847.81","28,896.25","28,896.25","28,718.68",,#VALUE!,-0.17%
2019-05-09,"28,896.25","28,966.41","29,015.77","28,881.83",,#VALUE!,-0.24%
2019-05-08,"28,966.41","29,096.41","29,115.30","28,946.91",,#VALUE!,-0.45%
2019-05-07,"29,096.41","29,196.87","29,208.63","29,091.60",,#VALUE!,-0.34%
2019-05-06,"29,196.87","29,212.00","29,212.00","29,120.86",,#VALUE!,-0.05%
2019-05-03,"29,212.00","29,171.73","29,222.73","29,143.73",,#VALUE!,0.14%
2019-05-02,"29,171.73","29,159.74","29,195.70","29,104.10",,#VALUE!,0.04%
2019-04-30,"29,159.74","29,521.06","29,654.53","29,154.78",,#VALUE!,-1.22%
2019-04-29,"29,521.06","29,740.41","29,813.37","29,476.29",,#VALUE!,-0.74%
2019-04-26,"29,740.41","29,919.19","30,041.37","29,740.41",,#VALUE!,-0.60%
2019-04-25,"29,919.77","29,898.31","29,986.11","29,862.84",,#VALUE!,0.07%
2019-04-24,"29,898.31","30,080.73","30,113.65","29,854.02",,#VALUE!,-0.59%
2019-04-23,"30,076.00","30,086.31","30,131.93","30,006.33",,#VALUE!,-0.03%
2019-04-18,"30,086.31","29,999.25","30,132.98","29,980.89",,#VALUE!,0.39%
2019-04-17,"29,970.86","29,793.56","30,033.22","29,728.55",,#VALUE!,0.76%
2019-04-16,"29,746.24","29,495.91","29,746.24","29,495.91",,#VALUE!,0.85%
2019-04-15,"29,495.91","29,560.47","29,630.86","29,484.93",,#VALUE!,-0.22%
2019-04-12,"29,560.47","29,347.62","29,566.55","29,312.86",,#VALUE!,0.73%
2019-04-11,"29,347.62","29,180.88","29,347.62","29,172.35",,#VALUE!,0.53%
2019-04-10,"29,193.42","29,158.57","29,213.93","29,124.02",,#VALUE!,0.15%
2019-04-09,"29,149.46","29,159.92","29,160.11","28,989.49",,#VALUE!,-0.04%
2019-04-08,"29,162.24","29,616.38","29,620.93","28,780.02",,#VALUE!,-1.53%
2019-04-05,"29,616.38","29,553.12","29,628.40","29,536.48",,#VALUE!,0.21%
2019-04-04,"29,553.12","29,626.14","29,662.09","29,548.65",,#VALUE!,-0.39%
2019-04-03,"29,668.73","30,226.77","30,243.71","29,665.78",,#VALUE!,-1.85%
2019-04-02,"30,226.77","30,527.88","30,712.37","30,212.62",,#VALUE!,-0.99%
2019-04-01,"30,527.50","31,041.42","31,041.42","30,527.50",,#VALUE!,-1.66%
2019-03-29,"31,041.42","30,833.50","31,106.74","30,786.33",,#VALUE!,0.67%
2019-03-28,"30,833.50","30,829.45","30,896.86","30,770.60",,#VALUE!,0.01%
2019-03-27,"30,829.45","31,038.86","31,066.07","30,811.14",,#VALUE!,-0.67%
2019-03-26,"31,038.86","31,042.32","31,094.87","31,007.76",,#VALUE!,-0.01%
2019-03-25,"31,042.32","31,139.35","31,139.35","30,996.82",,#VALUE!,-0.31%
2019-03-22,"31,139.35","30,885.31","31,156.19","30,885.31",,#VALUE!,0.82%
2019-03-21,"30,885.31","31,066.10","31,077.89","30,856.23",,#VALUE!,-0.50%
2019-03-20,"31,040.84","31,082.32","31,104.90","31,015.27",,#VALUE!,-0.13%
2019-03-19,"31,082.32","31,125.39","31,133.59","30,965.22",,#VALUE!,-0.14%
2019-03-18,"31,125.39","31,142.72","31,156.47","31,103.67",,#VALUE!,-0.06%
2019-03-15,"31,142.72","31,175.88","31,265.21","31,102.10",,#VALUE!,-0.22%
2019-03-14,"31,210.79","31,369.91","31,390.78","31,210.79",,#VALUE!,-0.48%
2019-03-13,"31,360.28","31,313.36","31,360.28","31,057.66",,#VALUE!,0.15%
2019-03-12,"31,313.36","31,636.66","31,645.24","31,267.99",,#VALUE!,-1.02%
2019-03-11,"31,636.66","31,718.23","31,792.81","31,636.66",,#VALUE!,-0.90%
2019-03-08,"31,924.51","32,010.06","32,043.49","31,876.24",,#VALUE!,-0.27%
2019-03-07,"32,010.06","32,121.74","32,159.87","32,041.74",,#VALUE!,-0.35%
2019-03-06,"32,121.74","32,173.66","32,173.66","32,062.03",,#VALUE!,-0.16%
2019-03-05,"32,173.66","32,129.94","32,252.89","32,126.42",,#VALUE!,0.14%
2019-03-04,"32,129.94","31,827.24","32,129.94","31,827.24",,#VALUE!,0.95%
2019-03-01,"31,827.24","31,718.70","31,935.28","31,708.89",,#VALUE!,0.34%
2019-02-28,"31,718.70","32,247.54","32,953.54","31,718.70",,#VALUE!,-1.63%
2019-02-27,"32,244.24","32,473.82","32,524.10","32,185.06",,#VALUE!,-0.71%
2019-02-26,"32,473.82","32,700.12","32,745.92","32,441.42",,#VALUE!,-0.69%
2019-02-25,"32,700.12","32,516.05","32,713.13","32,516.05",,#VALUE!,0.57%
2019-02-22,"32,515.52","32,568.66","32,617.13","32,473.74",,#VALUE!,-0.16%
2019-02-21,"32,568.66","32,646.16","32,734.37","32,568.66",,#VALUE!,-0.14%
2019-02-20,"32,614.06","32,410.13","32,617.94","32,392.46",,#VALUE!,0.64%
2019-02-19,"32,406.18","32,190.07","32,416.04","32,157.29",,#VALUE!,0.67%
2019-02-18,"32,190.07","32,715.20","32,738.95","31,824.22",,#VALUE!,-1.61%
2019-02-15,"32,715.20","32,457.63","32,958.96","32,457.63",,#VALUE!,0.81%
2019-02-14,"32,453.69","32,413.92","32,496.18","32,367.49",,#VALUE!,0.12%
2019-02-13,"32,413.92","32,463.38","32,635.13","32,267.37",,#VALUE!,-0.15%
2019-02-12,"32,462.31","31,783.00","32,462.69","31,783.00",,#VALUE!,2.14%
2019-02-11,"31,781.87","31,529.92","31,891.23","31,515.44",,#VALUE!,0.80%
2019-02-08,"31,529.92","31,457.17","31,845.63","31,457.17",,#VALUE!,0.31%
2019-02-07,"31,433.49","30,817.22","31,433.49","30,817.22",,#VALUE!,1.98%
2019-02-06,"30,821.80","30,773.57","30,825.20","30,728.01",,#VALUE!,0.16%
2019-02-05,"30,773.57","30,745.05","30,773.57","30,521.42",,#VALUE!,0.09%
2019-02-04,"30,745.05","30,636.36","30,754.09","30,636.36",,#VALUE!,0.35%
2019-02-01,"30,636.36","30,557.20","30,740.63","30,557.20",,#VALUE!,0.26%
2019-01-31,"30,557.20","31,142.58","31,142.58","30,557.20",,#VALUE!,-1.89%
2019-01-30,"31,145.34","31,178.71","31,202.30","31,143.37",,#VALUE!,-0.11%
2019-01-29,"31,178.71","31,334.61","31,334.61","31,178.71",,#VALUE!,-0.53%
2019-01-28,"31,344.24","31,422.75","31,457.07","31,241.99",,#VALUE!,-0.26%
2019-01-25,"31,426.63","30,989.60","31,428.64","30,981.90",,#VALUE!,1.41%
2019-01-24,"30,989.60","30,886.32","30,989.60","30,866.96",,#VALUE!,0.36%
2019-01-23,"30,878.56","30,736.88","30,880.67","30,736.88",,#VALUE!,0.46%
2019-01-22,"30,736.88","30,732.72","30,811.19","30,485.34",,#VALUE!,0.01%
2019-01-21,"30,732.72","31,005.17","31,041.06","30,720.76",,#VALUE!,-0.88%
2019-01-18,"31,005.17","30,566.38","31,005.17","30,526.18",,#VALUE!,1.38%
2019-01-17,"30,583.21","30,460.68","30,597.02","30,297.38",,#VALUE!,0.40%
2019-01-16,"30,460.68","30,138.06","30,541.04","30,001.87",,#VALUE!,1.65%
2019-01-15,"29,964.79","29,964.79","30,172.40","29,964.79",,#VALUE!,0.00%
2019-01-14,"29,964.79","29,830.70","29,985.66","29,689.73",,#VALUE!,0.45%
2019-01-11,"29,830.70","29,522.31","30,438.21","29,518.35",,#VALUE!,1.06%
2019-01-10,"29,517.73","29,336.80","29,612.33","29,329.62",,#VALUE!,0.62%
2019-01-09,"29,336.80","30,036.15","30,084.28","29,336.80",,#VALUE!,-2.33%
2019-01-08,"30,036.15","30,397.63","30,488.52","29,999.95",,#VALUE!,-1.20%
2019-01-07,"30,400.28","30,638.90","30,709.65","30,260.03",,#VALUE!,-0.78%
2019-01-04,"30,638.90","30,770.70","30,770.70","30,577.18",,#VALUE!,-0.43%
2019-01-03,"30,771.32","31,070.06","31,078.43","30,749.66",,#VALUE!,-0.96%
2019-01-02,"31,070.06","31,429.34","31,434.04","31,065.25",,#VALUE!,-1.15%
2018-12-31,"31,430.50","31,036.63","31,430.50","30,753.93",,#VALUE!,1.27%
2018-12-28,"31,037.72","31,693.17","31,771.38","31,029.89",,#VALUE!,-2.07%
2018-12-27,"31,692.63","31,967.01","31,967.01","31,569.28",,#VALUE!,-0.86%
2018-12-24,"31,967.01","30,773.64","31,967.01","30,773.64",,#VALUE!,3.88%
2018-12-21,"30,773.64","30,802.90","30,911.22","30,704.47",,#VALUE!,-0.09%
2018-12-20,"30,802.90","30,704.98","30,802.90","30,506.79",,#VALUE!,0.32%
2018-12-19,"30,704.98","30,814.19","30,884.63","30,696.38",,#VALUE!,-0.38%
2018-12-18,"30,822.33","30,609.06","30,822.33","30,606.83",,#VALUE!,0.70%
2018-12-17,"30,609.06","30,700.50","30,722.25","30,553.90",,#VALUE!,-0.21%
2018-12-14,"30,672.79","30,568.05","30,754.26","30,568.05",,#VALUE!,0.34%
2018-12-13,"30,568.05","30,642.35","30,735.20","30,567.25",,#VALUE!,-0.24%
2018-12-12,"30,642.35","30,710.12","30,771.47","30,611.08",,#VALUE!,-0.25%
2018-12-11,"30,718.72","30,614.73","30,769.61","30,542.86",,#VALUE!,0.34%
2018-12-10,"30,614.73","30,866.82","31,213.77","30,614.73",,#VALUE!,-0.82%
2018-12-07,"30,866.82","30,819.10","30,993.02","30,774.51",,#VALUE!,0.15%
2018-12-06,"30,819.10","31,151.68","31,160.36","30,773.13",,#VALUE!,-1.07%
2018-12-05,"31,151.68","31,007.25","31,180.32","30,925.25",,#VALUE!,0.47%
2018-12-04,"31,007.25","30,798.76","31,025.33","30,792.47",,#VALUE!,0.68%
2018-12-03,"30,798.76","30,874.17","30,895.40","30,732.76",,#VALUE!,-0.24%
2018-11-30,"30,874.17","30,611.55","31,014.82","30,570.99",,#VALUE!,0.86%
